n_rows,n_sources,n_genes,n_species,n_label_sets,sources,genes,label_sets,sequence_length
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rom1,Cell_body;Neurite,1517
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Pcdhb21,Axon;Synap,4705
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Lrch2,Axon;Cell_body,4930
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Vma21,Cell_body;Synap,4652
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Amer1,"Axon;Cell_body,Cytoplasm",8496
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Aldh1a1,Cell_body;Synap,6202
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Gm1043,"Axon;Cell_body,Cytoplasm",9331
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Igsf1,Axon;Synap,4526
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gpr45,Axon;Synap,3776
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Spry4,"Axon;Cell_body,Cytoplasm",5984
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cops9,Cell_body;Neurite,653
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Slc6a20b,"Axon;Axon,Ribosome",6307
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rps4x,Cell_body;Neurite,1023
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rps27rt,Cell_body;Neurite,374
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,2300009A05Rik,Cell_body;Neurite,1771
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,C330018D20Rik,Cell_body;Neurite,4476
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pcdha6,"Axon;Cell_body,Cytoplasm",5367
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Gnal,Axon;Neurite,5736
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Dexi,Axon;Cell_body,6988
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rps14,Cell_body;Neurite,987
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Nrep,Cell_body;Neurite,3510
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Nrg1,Axon;Synap,7076
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tusc1,Axon;Cell_body,1374
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Iqce,Axon;Cell_body,6924
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Taf7,"Cell_body;Cell_body,Cytoplasm",3617
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ier3,"Cell_body;Cell_body,Cytoplasm",1139
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Dync1li2,Axon;Neurite,6153
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pot1a,"Cell_body;Cell_body,Cytoplasm",3415
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Dlgap1,Axon;Neurite,7794
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ift43,"Cell_body;Cell_body,Cytoplasm",2129
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Fchsd1,"Axon;Axon,Ribosome",4397
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ndufb4,Cell_body;Neurite,1260
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cpox,"Axon;Cell_body,Cytoplasm",3338
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Smad7,Axon;Cell_body,4504
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rpl22,Cell_body;Neurite,2803
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,2310009B15Rik,Cell_body;Neurite,2414
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Pcdha2,"Axon;Cell_body,Cytoplasm",5361
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zbtb8os,Cell_body;Neurite,4194
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zkscan16,"Axon;Cell_body,Cytoplasm",7334
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Col4a1,Axon;Synap,6615
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Reep3,Axon;Synap,5748
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tm4sf1,Axon;Synap,3445
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Crybb1,Cell_body;Synap,4223
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gfra1,Axon;Synap,5981
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Atp13a5,Axon;Synap,5811
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Adarb1,Axon;Neurite,7108
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Nuak1,Axon;Cell_body,5666
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Bambi,"Cell_body;Cell_body,Cytoplasm",5126
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Lrrc3,Axon;Synap,4312
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Chic2,Axon;Cell_body,9834
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cdr2,Cell_body;Neurite,3468
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Arhgap39,Axon;Cell_body,4637
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Gabarap,Cell_body;Neurite,1764
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;mart_mouse_rat_localization_transcript_sequences,Tcf4,Axon;Dendrite,9036
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Gpr27,Axon;Cell_body,2388
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Aplnr,"Axon;Axon,Ribosome",3699
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Atp6ap1l,Axon;Synap,1379
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cybrd1,Axon;Synap,5339
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sptbn4,Axon;Cell_body,8747
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rgs17,Axon;Neurite,8393
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Yeats2,"Axon;Cell_body,Cytoplasm",6884
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cpt1a,Cell_body;Synap,6778
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Pdzrn4,"Axon;Axon,Ribosome",3885
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Smndc1,"Cell_body;Cell_body,Cytoplasm",4640
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ikzf4,Axon;Neurite,5251
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fzd2,Axon;Synap,3663
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Stc1,"Axon;Cell_body,Cytoplasm",4197
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,N6amt1,"Axon;Cell_body,Cytoplasm",3531
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sf3b6,"Cell_body;Cell_body,Cytoplasm",1774
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Cdh5,Axon;Synap,4114
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Mmgt1,Cell_body;Synap,4470
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gstt1,Cell_body;Synap,1929
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zfp799,"Cell_body;Cell_body,Cytoplasm",6012
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rpl22l1,Cell_body;Neurite,1908
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ubl4a,Cell_body;Neurite,2981
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Col27a1,Axon;Dendrite,7612
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Telo2,"Axon;Cell_body,Cytoplasm",5262
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Drp2,Axon;Cell_body,7290
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Synpo,Axon;Neurite,7269
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Synpr,Cell_body;Synap,4289
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sox12,Axon;Cell_body,4453
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Pld1,"Axon;Axon,Ribosome",6323
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Prrg3,Axon;Synap,6195
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sh3pxd2a,Axon;Neurite,10503
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Mdga2,Axon;Synap,10009
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ahcyl2,Axon;Neurite,5369
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,L3mbtl3,Axon;Neurite,5508
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tgfa,Axon;Synap,4718
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cbl,Axon;Neurite,11588
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Vwf,Axon;Synap,8834
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Tshz2,Axon;Neurite,6066
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Itih5,Axon;Synap,8004
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Ubxn2a,Axon;Neurite,6069
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tmem132c,Axon;Synap,5156
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cdk15,Axon;Dendrite,2338
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Klhl32,Axon;Cell_body,7198
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Chchd1,Cell_body;Neurite,647
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Ormdl2,Cell_body;Synap,3917
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Cd93,Axon;Dendrite,7660
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Eloc,Cell_body;Neurite,5405
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Sag,Cell_body;Neurite,4727
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Tmem150a,Axon;Cell_body,2860
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Nop53,Cell_body;Neurite,3216
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cdc42bpa,Axon;Neurite,10319
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Senp3,Axon;Cell_body,3549
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Mrpl52,Cell_body;Neurite,1850
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rps18,Cell_body;Neurite,1151
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cycs,Cell_body;Neurite,3721
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Qrfpr,Cell_body;Synap,2003
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Sbf2,Axon;Cell_body,7411
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Col5a2,Axon;Synap,7552
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Atxn7l3,Axon;Neurite,5000
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Bmpr1a,Cell_body;Synap,6828
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cryab,Cell_body;Neurite,2363
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Fam20b,Axon;Synap,4941
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,D830030K20Rik,Axon;Neurite,1743
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Mrps21,Cell_body;Neurite,2355
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Nt5c3b,"Axon;Axon,Ribosome",4724
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Zfp57,"Axon;Cell_body,Cytoplasm",7265
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Rasl10a,"Axon;Cell_body,Ribosome",2786
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Gucy1a1,"Cell_body;Cell_body,Cytoplasm",5199
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Adra1a,Axon;Synap,10899
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Shigeoka2016_axon_ribosome_transcript_sequences,Cdc42se2,"Axon;Axon,Ribosome",3708
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Middleton_DE_only_recomputed_transcript_sequences,Eml4,Axon;Cell_body,5714
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Klf5,"Axon;Cell_body,Cytoplasm",3426
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Tafa1,Axon;Synap,4682
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Leprot,Cell_body;Synap,4475
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Gngt2,Cell_body;Synap,2677
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Caln1,Axon;Neurite,9586
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Lgals3,Cell_body;Neurite,1499
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Rassf1,"Cell_body;Cell_body,Cytoplasm",2375
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Cdkn2aip,"Cell_body;Cell_body,Cytoplasm",3733
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,Thoc7,Cell_body;Neurite,5264
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Loedige2023_transcript_sequences,St6galnac3,"Axon;Cell_body,Cytoplasm",8174
2,2,1,1,2,June2023_bulk_only_not_in_strict_axon_ribosome_transcript_sequences;Ouwenga2017_inline_supp_SNFvsWCH_PValue005_transcript_sequences,Adgrf5,Axon;Synap,9013
